"tahun,""bulan"",""jenis"",""kode_trayek"",""trayek"",""jumlah_penumpang"""
"2021,3,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",52236.0"
"2021,3,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",43700.0"
"2021,3,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",62854.0"
"2021,3,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",78082.0"
"2021,3,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",29951.0"
"2021,3,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",62627.0"
"2021,3,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",68562.0"
"2021,3,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",121838.0"
"2021,3,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",37386.0"
"2021,3,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",38648.0"
"2021,3,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",76307.0"
"2021,3,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",133740.0"
"2021,3,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",88861.0"
"2021,3,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",15585.0"
"2021,3,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",67389.0"
"2021,3,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",83110.0"
"2021,3,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",52125.0"
"2021,3,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",73946.0"
"2021,3,""Mikrotrans"",""JAK.10B"",""Gondangdia - Cikini via Kramat Raya"",2828.0"
"2021,3,""Mikrotrans"",""JAK.10A"",""Gondangdia - Cikini via Salemba Raya"",16781.0"
"2021,3,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",51063.0"
"2021,3,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",25584.0"
"2021,3,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",29530.0"
"2021,3,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",46342.0"
"2021,3,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",82814.0"
"2021,3,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",75218.0"
"2021,3,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",52690.0"
"2021,3,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",36614.0"
"2021,3,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",52302.0"
"2021,3,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",67629.0"
"2021,3,""BRT"",""9"",""Pinang Ranti - Pluit"",756064.0"
"2021,3,""BRT"",""8"",""Lebak Bulus - Harmoni"",508851.0"
"2021,3,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",453819.0"
"2021,3,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",405083.0"
"2021,3,""BRT"",""5"",""Kampung Melayu - Ancol"",494769.0"
"2021,3,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",277604.0"
"2021,3,""BRT"",""3"",""Kalideres - Pasar Baru"",534617.0"
"2021,3,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",412664.0"
"2021,3,""BRT"",""13"",""Ciledug - Tendean"",334450.0"
"2021,3,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",164012.0"
"2021,3,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",166555.0"
"2021,3,""BRT"",""10"",""Tanjung Priok - PGC 2"",427032.0"
"2021,3,""BRT"",""1"",""Blok M - Kota"",1013221.0"
"2021,3,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",12674.0"
"2021,3,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",13245.0"
"2021,3,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",74555.0"
"2021,3,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",8570.0"
"2021,3,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",19297.0"
"2021,3,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",34009.0"
"2021,3,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",18192.0"
"2021,3,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",24723.0"
"2021,3,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",23286.0"
"2021,3,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",82559.0"
"2021,3,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",49219.0"
"2021,3,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",2157.0"
"2021,3,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",13318.0"
"2021,3,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",24251.0"
"2021,3,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",18468.0"
"2021,3,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",93959.0"
"2021,3,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",79666.0"
"2021,3,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",19217.0"
"2021,3,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",8638.0"
"2021,3,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",41635.0"
"2021,3,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",40301.0"
"2021,3,""Angkutan Umum Integrasi"",""3E"",""Puri Kembangan - Sentraland Cengkareng"",23513.0"
"2021,3,""Angkutan Umum Integrasi"",""2Q"",""Gondangdia - Balai Kota"",8440.0"
"2021,3,""Angkutan Umum Integrasi"",""2P"",""Gondangdia - Senen"",6130.0"
"2021,3,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",15225.0"
"2021,3,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",27200.0"
"2021,3,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",8456.0"
"2021,3,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",9235.0"
"2021,3,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",25278.0"
"2021,3,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",38768.0"
"2021,3,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",8308.0"
"2021,3,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",68895.0"
"2021,3,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",14794.0"
"2021,3,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",20906.0"
"2021,3,""Angkutan Umum Integrasi"",""1A"",""Pantai Maju - Balai Kota"",68592.0"
"2021,3,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",12131.0"
"2021,3,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",10948.0"
"2021,3,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",58186.0"
"2021,3,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",36891.0"
"2021,4,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",31791.0"
"2021,4,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",26835.0"
"2021,4,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",40223.0"
"2021,4,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",64948.0"
"2021,4,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",69143.0"
"2021,4,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",49851.0"
"2021,4,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",44545.0"
"2021,4,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",73486.0"
"2021,4,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",104102.0"
"2021,4,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",71173.0"
"2021,4,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",47623.0"
"2021,4,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",42043.0"
"2021,4,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",73738.0"
"2021,4,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",94492.0"
"2021,4,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",102437.0"
"2021,4,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",55901.0"
"2021,4,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",39120.0"
"2021,4,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",36642.0"
"2021,4,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",61905.0"
"2021,4,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",108669.0"
"2021,4,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",71057.0"
"2021,4,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",44479.0"
"2021,4,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",53740.0"
"2021,4,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",87618.0"
"2021,4,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",58579.0"
"2021,4,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",67175.0"
"2021,4,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",91751.0"
"2021,4,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",67771.0"
"2021,4,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",40336.0"
"2021,4,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",46119.0"
"2021,4,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",66948.0"
"2021,4,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",51343.0"
"2021,4,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",59481.0"
"2021,4,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",99921.0"
"2021,4,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",33547.0"
"2021,4,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",83256.0"
"2021,4,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",53128.0"
"2021,4,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",96164.0"
"2021,4,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",68488.0"
"2021,4,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",151229.0"
"2021,4,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",114250.0"
"2021,4,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",70553.0"
"2021,4,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",47678.0"
"2021,4,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",44229.0"
"2021,4,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",62570.0"
"2021,4,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",77864.0"
"2021,4,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",31455.0"
"2021,4,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",64590.0"
"2021,4,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",67887.0"
"2021,4,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",120531.0"
"2021,4,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",36923.0"
"2021,4,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",43320.0"
"2021,4,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",76238.0"
"2021,4,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",134431.0"
"2021,4,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",96813.0"
"2021,4,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",17877.0"
"2021,4,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",67485.0"
"2021,4,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",83132.0"
"2021,4,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",51550.0"
"2021,4,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",74291.0"
"2021,4,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",55248.0"
"2021,4,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",23484.0"
"2021,4,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",38120.0"
"2021,4,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",53720.0"
"2021,4,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",82859.0"
"2021,4,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",73686.0"
"2021,4,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",51988.0"
"2021,4,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",35820.0"
"2021,4,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",51757.0"
"2021,4,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",65366.0"
"2021,4,""BRT"",""9"",""Pinang Ranti - Pluit"",750330.0"
"2021,4,""BRT"",""8"",""Lebak Bulus - Harmoni"",515105.0"
"2021,4,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",442653.0"
"2021,4,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",399984.0"
"2021,4,""BRT"",""5"",""Kampung Melayu - Ancol"",488359.0"
"2021,4,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",302574.0"
"2021,4,""BRT"",""3"",""Kalideres - Pasar Baru"",528578.0"
"2021,4,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",387163.0"
"2021,4,""BRT"",""13"",""Ciledug - Tendean"",342002.0"
"2021,4,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",161849.0"
"2021,4,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",162931.0"
"2021,4,""BRT"",""10"",""Tanjung Priok - PGC 2"",424169.0"
"2021,4,""BRT"",""1"",""Blok M - Kota"",1003534.0"
"2021,4,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",12866.0"
"2021,4,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",13390.0"
"2021,4,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",81041.0"
"2021,4,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",8991.0"
"2021,4,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",19625.0"
"2021,4,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",32476.0"
"2021,4,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",20132.0"
"2021,4,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",25016.0"
"2021,4,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",23932.0"
"2021,4,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",79510.0"
"2021,4,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",55940.0"
"2021,4,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",1456.0"
"2021,4,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",24508.0"
"2021,4,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",24651.0"
"2021,4,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",18696.0"
"2021,4,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",93015.0"
"2021,4,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",82099.0"
"2021,4,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",19869.0"
"2021,4,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",8900.0"
"2021,4,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",40791.0"
"2021,4,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",39665.0"
"2021,4,""Angkutan Umum Integrasi"",""3E"",""Sentraland Cengkareng - Puri Kembangan"",23523.0"
"2021,4,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",12332.0"
"2021,4,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",27234.0"
"2021,4,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",7598.0"
"2021,4,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",6413.0"
"2021,4,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",26770.0"
"2021,4,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",38538.0"
"2021,4,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",8696.0"
"2021,4,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",68159.0"
"2021,4,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",16091.0"
"2021,4,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",22586.0"
"2021,4,""Angkutan Umum Integrasi"",""1A"",""PIK - Balai Kota"",69934.0"
"2021,4,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",12887.0"
"2021,4,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",11128.0"
"2021,4,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",55677.0"
"2021,4,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",34736.0"
"2021,5,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",29592.0"
"2021,5,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",28069.0"
"2021,5,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",40355.0"
"2021,5,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",66030.0"
"2021,5,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",62948.0"
"2021,5,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",46434.0"
"2021,5,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",43117.0"
"2021,5,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",74041.0"
"2021,5,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",98840.0"
"2021,5,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",63711.0"
"2021,5,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",44437.0"
"2021,5,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",37132.0"
"2021,5,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",70382.0"
"2021,5,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",88187.0"
"2021,5,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",96611.0"
"2021,5,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",52740.0"
"2021,5,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",39288.0"
"2021,5,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",35808.0"
"2021,5,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",57570.0"
"2021,5,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",97315.0"
"2021,5,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",67209.0"
"2021,5,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",42656.0"
"2021,5,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",52794.0"
"2021,5,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",82255.0"
"2021,5,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",56396.0"
"2021,5,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",64791.0"
"2021,5,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",91303.0"
"2021,5,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",67202.0"
"2021,5,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",39978.0"
"2021,5,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",44007.0"
"2021,5,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",64356.0"
"2021,5,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",51306.0"
"2021,5,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",58115.0"
"2021,5,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",90157.0"
"2021,5,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",34739.0"
"2021,5,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",79082.0"
"2021,5,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",48601.0"
"2021,5,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",88819.0"
"2021,5,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",63954.0"
"2021,5,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",136430.0"
"2021,5,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",108161.0"
"2021,5,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",67506.0"
"2021,5,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",47707.0"
"2021,5,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",43724.0"
"2021,5,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",62075.0"
"2021,5,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",73953.0"
"2021,5,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",32690.0"
"2021,5,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",61989.0"
"2021,5,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",64374.0"
"2021,5,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",115780.0"
"2021,5,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",35873.0"
"2021,5,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",39786.0"
"2021,5,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",71832.0"
"2021,5,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",129203.0"
"2021,5,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",83600.0"
"2021,5,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",17058.0"
"2021,5,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",65327.0"
"2021,5,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",85211.0"
"2021,5,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",49628.0"
"2021,5,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",69701.0"
"2021,5,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",49104.0"
"2021,5,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",19727.0"
"2021,5,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",29436.0"
"2021,5,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",49450.0"
"2021,5,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",82681.0"
"2021,5,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",72159.0"
"2021,5,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",51092.0"
"2021,5,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",34997.0"
"2021,5,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",51453.0"
"2021,5,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",62646.0"
"2021,5,""BRT"",""9"",""Pinang Ranti - Pluit"",663201.0"
"2021,5,""BRT"",""8"",""Lebak Bulus - Harmoni"",480392.0"
"2021,5,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",416381.0"
"2021,5,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",351285.0"
"2021,5,""BRT"",""5"",""Kampung Melayu - Ancol"",469390.0"
"2021,5,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",269533.0"
"2021,5,""BRT"",""3"",""Kalideres - Pasar Baru"",496285.0"
"2021,5,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",358525.0"
"2021,5,""BRT"",""13"",""Ciledug - Tendean"",323662.0"
"2021,5,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",138371.0"
"2021,5,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",154256.0"
"2021,5,""BRT"",""10"",""Tanjung Priok - PGC 2"",396760.0"
"2021,5,""BRT"",""1"",""Blok M - Kota"",937452.0"
"2021,5,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",10968.0"
"2021,5,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",10808.0"
"2021,5,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",72275.0"
"2021,5,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",6416.0"
"2021,5,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",18780.0"
